"AT","BE","BG","CH","CY","CZ","DE","DK","EE","ES","FI","FR","GB","GR","HR","HU","IE","IT","LT","LU","LV","MK","NL","NO","PL","PT","RO","SE","SI","SK"
2258,2200,451,75,92,305,31139,3911,297,22033,903,10837,13151,959,296,467,2670,8440,262,63,50,37,3507,793,3544,4787,2151,3741,6,3
